player_id,player_display_name,position,years_of_experience,season,recent_team,new_team_next_year,games,receptions_per_game,targets_per_game,receiving_yards_per_game,receiving_tds_per_game,receiving_fumbles_per_game,receiving_air_yards_per_game,receiving_yards_after_catch_per_game,receiving_first_downs_per_game,receiving_epa_per_game,racr,target_share,air_yards_share,wopr,carries_per_game,rushing_yards_per_game,rushing_tds_per_game,rushing_fumbles_per_game,rushing_first_downs_per_game,fantasy_points_ppr_per_game,fantasy_points_ppr_per_game_next_year
00-0032200,Ty Montgomery,WR,2,2017,GB,1,8,2.88,3.88,21.62,0.12,0.0,-3.38,26.88,1.0,0.48,0.0,0.06,-0.01,0.08,8.88,34.12,0.38,0.0,1.62,11.45,5.64
00-0032200,Ty Montgomery,WR,3,2018,BAL,1,13,1.92,3.08,18.08,0.0,0.0,5.23,16.38,0.54,-0.42,3.46,0.07,0.01,0.11,3.15,14.46,0.08,0.08,0.77,5.64,2.15
00-0032200,Ty Montgomery,WR,4,2019,NYJ,1,15,0.87,1.13,6.0,0.0,0.0,1.53,6.27,0.2,-0.29,3.91,0.03,0.01,0.06,2.13,6.87,0.0,0.0,0.13,2.15,2.14
00-0032200,Ty Montgomery,WR,6,2021,NO,1,14,1.14,1.86,6.79,0.0,0.0,3.29,6.21,0.36,-0.31,2.07,0.05,0.01,0.09,1.07,3.14,0.0,0.0,0.14,2.14,0.9
00-0032208,Phillip Dorsett,WR,0,2015,IND,0,11,1.64,3.55,20.45,0.09,0.0,46.0,5.45,0.91,-0.44,0.44,0.06,0.1,0.16,0.27,1.55,0.0,0.0,0.18,4.38,6.59
00-0032208,Phillip Dorsett,WR,1,2016,IND,1,15,2.2,3.93,35.2,0.13,0.07,50.8,10.0,1.33,0.36,0.69,0.1,0.16,0.26,0.13,0.67,0.0,0.0,0.0,6.59,2.92
00-0032208,Phillip Dorsett,WR,2,2017,NE,0,11,1.09,1.64,17.64,0.0,0.0,33.18,6.18,0.73,0.61,0.53,0.03,0.07,0.09,0.09,0.64,0.0,0.0,0.0,2.92,7.45
00-0032208,Phillip Dorsett,WR,3,2018,NE,0,11,2.91,3.82,26.36,0.27,0.0,40.18,9.09,1.55,0.4,0.66,0.08,0.1,0.18,0.36,2.64,0.0,0.0,0.18,7.45,9.16
00-0032208,Phillip Dorsett,WR,4,2019,NE,1,11,2.64,4.91,36.09,0.45,0.0,69.27,7.18,1.55,1.22,0.52,0.09,0.16,0.25,0.27,1.91,0.0,0.0,0.18,9.16,3.45
00-0032211,Tyler Lockett,WR,0,2015,SEA,0,16,3.19,4.31,41.5,0.38,0.0,56.56,15.94,1.94,3.33,0.73,0.15,0.22,0.37,0.31,1.25,0.0,0.0,0.06,10.46,8.27
00-0032211,Tyler Lockett,WR,1,2016,SEA,0,15,2.73,4.4,39.8,0.07,0.0,46.53,14.4,1.47,1.2,0.86,0.12,0.14,0.28,0.4,7.6,0.07,0.0,0.27,8.27,7.77
00-0032211,Tyler Lockett,WR,2,2017,SEA,0,16,2.81,4.44,34.69,0.12,0.0,56.69,11.75,1.44,0.83,0.61,0.13,0.17,0.32,0.62,3.62,0.0,0.0,0.25,7.77,13.9
00-0032211,Tyler Lockett,WR,3,2018,SEA,0,16,3.56,4.38,60.31,0.62,0.06,59.56,13.31,2.31,4.68,1.01,0.18,0.25,0.44,0.81,4.31,0.0,0.0,0.19,13.9,14.7
00-0032211,Tyler Lockett,WR,4,2019,SEA,0,16,5.12,6.88,66.06,0.5,0.06,85.69,18.81,3.31,3.51,0.77,0.22,0.28,0.53,0.25,-0.31,0.0,0.0,0.0,14.7,16.59
00-0032211,Tyler Lockett,WR,5,2020,SEA,0,16,6.25,8.25,65.88,0.62,0.06,80.31,20.44,3.56,4.6,0.82,0.25,0.27,0.55,0.0,0.0,0.0,0.0,0.0,16.59,15.09
00-0032211,Tyler Lockett,WR,6,2021,SEA,0,16,4.56,6.69,73.44,0.5,0.0,97.62,17.31,2.56,3.35,0.75,0.23,0.34,0.58,0.12,0.56,0.0,0.0,0.0,15.09,14.96
00-0032211,Tyler Lockett,WR,7,2022,SEA,0,16,5.25,7.31,64.56,0.56,0.06,77.62,17.0,3.12,2.39,0.83,0.21,0.29,0.52,0.0,0.0,0.0,0.0,0.0,14.96,11.91
00-0032211,Tyler Lockett,WR,8,2023,SEA,0,17,4.65,7.18,52.59,0.29,0.0,77.76,12.35,2.76,2.43,0.68,0.22,0.32,0.56,0.0,0.0,0.0,0.0,0.0,11.91,7.12
00-0032211,Tyler Lockett,WR,9,2024,SEA,1,17,2.88,4.35,35.29,0.12,0.0,46.06,7.88,2.12,0.72,0.77,0.13,0.19,0.33,0.0,0.0,0.0,0.0,0.0,7.12,
00-0032218,Dorial Green-Beckham,WR,0,2015,TEN,1,14,2.29,4.79,39.21,0.29,0.0,64.71,10.29,2.14,0.74,0.61,0.12,0.19,0.32,0.0,0.0,0.0,0.0,0.0,8.06,6.23
00-0032355,Chester Rogers,WR,0,2016,IND,0,14,1.36,2.43,19.5,0.0,0.0,28.36,3.64,0.93,0.07,0.69,0.06,0.08,0.15,0.0,0.0,0.0,0.0,0.0,3.31,5.82
00-0032355,Chester Rogers,WR,1,2017,IND,0,10,2.3,3.7,28.4,0.1,0.0,34.5,10.4,1.5,0.36,0.82,0.08,0.09,0.18,0.3,0.8,0.0,0.0,0.0,5.82,7.32
00-0032355,Chester Rogers,WR,2,2018,IND,0,16,3.31,4.5,30.31,0.12,0.0,28.56,16.12,1.75,0.77,1.06,0.11,0.09,0.24,0.06,-0.25,0.0,0.0,0.0,7.32,4.77
00-0032355,Chester Rogers,WR,3,2019,IND,1,10,1.6,2.8,17.9,0.2,0.0,24.3,6.9,1.1,0.81,0.74,0.06,0.06,0.13,0.1,1.8,0.0,0.0,0.1,4.77,4.19
00-0032385,Sterling Shepard,WR,0,2016,NYG,0,16,4.06,6.56,42.69,0.5,0.0,60.75,16.06,2.62,1.33,0.7,0.18,0.21,0.41,0.19,1.94,0.0,0.0,0.06,11.52,13.14
00-0032385,Sterling Shepard,WR,1,2017,NYG,0,11,5.36,7.64,66.45,0.18,0.09,68.18,26.82,3.27,2.71,0.97,0.14,0.17,0.33,0.36,0.36,0.0,0.0,0.09,13.14,11.41
00-0032385,Sterling Shepard,WR,2,2018,NYG,0,16,4.12,6.69,54.5,0.25,0.0,67.62,19.31,2.94,2.23,0.81,0.19,0.25,0.45,0.19,2.06,0.0,0.0,0.06,11.41,14.18
00-0032385,Sterling Shepard,WR,3,2019,NYG,0,10,5.7,8.3,57.6,0.3,0.0,82.2,17.9,2.9,0.75,0.7,0.14,0.17,0.33,0.6,7.2,0.0,0.0,0.3,14.18,13.54
00-0032385,Sterling Shepard,WR,4,2020,NYG,0,12,5.5,7.5,54.67,0.25,0.0,62.17,17.0,3.08,2.16,0.88,0.18,0.19,0.4,0.5,4.08,0.08,0.0,0.17,13.54,2.23
00-0032385,Sterling Shepard,WR,7,2023,NYG,1,10,1.0,2.2,5.7,0.1,0.0,16.0,3.3,0.4,-1.11,0.36,0.05,0.04,0.1,0.1,0.6,0.0,0.0,0.0,2.23,6.18
00-0032385,Sterling Shepard,WR,8,2024,TB,0,13,2.46,3.92,25.69,0.08,0.0,36.38,7.62,1.23,1.2,0.71,0.09,0.12,0.22,0.62,5.31,0.0,0.0,0.31,6.18,
00-0032398,Chris Moore,WR,0,2016,BAL,0,14,0.5,1.14,3.29,0.0,0.0,10.21,1.0,0.14,-0.45,0.32,0.02,0.03,0.06,0.21,1.36,0.0,0.0,0.07,1.39,4.61
00-0032398,Chris Moore,WR,1,2017,BAL,0,13,1.38,2.92,19.08,0.23,0.0,39.69,3.15,0.85,-0.42,0.48,0.07,0.13,0.2,0.15,-0.69,0.0,0.0,0.0,4.61,3.09
00-0032398,Chris Moore,WR,2,2018,BAL,0,15,1.27,1.67,13.07,0.07,0.0,19.2,3.93,0.53,0.6,0.68,0.05,0.06,0.11,0.33,1.13,0.0,0.0,0.07,3.09,5.57
00-0032398,Chris Moore,WR,5,2021,HOU,0,10,2.1,2.2,22.7,0.2,0.0,9.0,15.0,0.6,0.79,2.52,0.04,0.02,0.08,0.0,0.0,0.0,0.0,0.0,5.57,7.67
00-0032398,Chris Moore,WR,6,2022,HOU,1,15,3.2,4.93,36.53,0.13,0.0,42.6,17.8,1.6,0.48,0.86,0.13,0.15,0.3,0.2,0.2,0.0,0.0,0.0,7.67,4.55
00-0032423,Trevor Davis,WR,0,2016,GB,0,8,0.38,0.88,3.0,0.12,0.0,7.88,1.0,0.25,0.17,0.38,0.01,0.01,0.03,0.0,0.0,0.0,0.0,0.0,1.42,0.89
00-0032423,Trevor Davis,WR,1,2017,GB,0,15,0.33,0.47,4.67,0.0,0.0,4.6,2.27,0.13,0.13,1.01,0.01,0.02,0.03,0.13,0.87,0.0,0.0,0.0,0.89,2.17
00-0032464,Kalif Raymond,WR,1,2017,NYG,1,8,0.12,0.12,1.5,0.0,0.0,0.62,0.88,0.12,0.23,2.4,0.0,0.0,0.0,0.12,-0.12,0.0,0.0,0.0,0.26,3.69
00-0032464,Kalif Raymond,WR,3,2019,TEN,0,8,1.12,1.5,21.25,0.12,0.12,27.38,1.75,0.75,0.12,0.78,0.03,0.06,0.08,0.12,-0.62,0.0,0.0,0.0,3.69,1.83
00-0032464,Kalif Raymond,WR,4,2020,TEN,1,15,0.6,1.0,12.47,0.0,0.0,17.53,2.53,0.47,0.45,0.71,0.03,0.06,0.09,0.07,-0.2,0.0,0.0,0.0,1.83,8.28
00-0032464,Kalif Raymond,WR,5,2021,DET,0,16,3.0,4.44,36.0,0.25,0.0,45.31,16.38,1.75,1.07,0.79,0.13,0.19,0.32,0.25,1.75,0.0,0.0,0.12,8.28,6.84
00-0032464,Kalif Raymond,WR,6,2022,DET,0,17,2.76,3.76,36.24,0.0,0.06,37.53,12.82,1.41,1.24,0.97,0.11,0.15,0.28,0.41,2.12,0.0,0.0,0.24,6.84,5.73
00-0032464,Kalif Raymond,WR,7,2023,DET,0,17,2.06,2.59,28.76,0.06,0.0,22.82,12.59,1.18,1.76,1.26,0.08,0.09,0.18,0.41,4.41,0.0,0.0,0.12,5.73,4.71
00-0032464,Kalif Raymond,WR,8,2024,DET,0,12,1.42,1.83,17.92,0.17,0.0,14.67,11.42,0.83,1.11,1.22,0.04,0.05,0.1,0.17,0.0,0.0,0.0,0.08,4.71,
00-0032475,Tanner McEvoy,WR,0,2016,SEA,0,8,1.12,1.38,17.5,0.25,0.0,15.12,3.75,0.88,1.13,1.16,0.02,0.02,0.05,0.0,0.0,0.0,0.0,0.0,4.59,1.23
00-0032543,Alex Erickson,WR,0,2016,CIN,0,16,0.38,0.5,4.44,0.0,0.0,5.31,1.94,0.19,0.32,0.84,0.01,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.82,2.35
00-0032543,Alex Erickson,WR,1,2017,CIN,0,16,0.75,1.0,11.25,0.06,0.06,11.81,2.44,0.56,0.67,0.95,0.03,0.05,0.08,0.31,1.0,0.0,0.0,0.12,2.35,2.43
00-0032543,Alex Erickson,WR,2,2018,CIN,0,16,1.25,1.81,10.44,0.0,0.0,16.56,4.69,0.44,0.09,0.63,0.05,0.06,0.12,0.19,1.38,0.0,0.0,0.06,2.43,6.26
00-0032543,Alex Erickson,WR,3,2019,CIN,0,16,2.69,4.88,33.06,0.0,0.06,42.81,14.19,1.62,-0.62,0.77,0.13,0.14,0.29,0.31,2.06,0.0,0.0,0.12,6.26,1.54
00-0032543,Alex Erickson,WR,4,2020,CIN,1,16,0.75,1.06,8.69,0.0,0.0,7.62,4.19,0.31,0.17,1.14,0.03,0.03,0.06,0.31,0.44,0.0,0.06,0.0,1.54,0.5
00-0032543,Alex Erickson,WR,5,2021,CAR,1,17,0.18,0.24,3.24,0.0,0.0,1.94,1.76,0.12,0.11,1.67,0.01,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.5,5.65
00-0032626,Geronimo Allison,WR,1,2017,GB,0,12,1.92,3.25,21.08,0.0,0.08,25.0,9.92,0.83,-0.39,0.84,0.07,0.07,0.16,0.0,0.0,0.0,0.0,0.0,3.86,5.03
00-0032659,Roger Lewis,WR,0,2016,NYG,0,10,0.7,1.9,9.7,0.2,0.0,33.3,0.4,0.4,-0.74,0.29,0.03,0.07,0.1,0.0,0.0,0.0,0.0,0.0,2.87,5.97
00-0032688,Robbie Chosen,WR,0,2016,NYJ,0,14,3.0,5.57,41.93,0.14,0.07,93.07,9.36,1.29,-0.64,0.45,0.14,0.27,0.4,0.21,3.0,0.0,0.0,0.14,8.21,12.5
00-0032688,Robbie Chosen,WR,1,2017,NYJ,0,16,3.94,7.12,58.81,0.44,0.0,91.25,17.06,2.25,1.29,0.64,0.23,0.37,0.6,0.19,0.56,0.0,0.0,0.0,12.5,11.17
00-0032688,Robbie Chosen,WR,2,2018,NYJ,0,14,3.57,6.71,53.71,0.43,0.14,106.79,12.86,2.14,0.63,0.5,0.19,0.32,0.5,0.14,-0.57,0.0,0.0,0.0,11.17,10.14
00-0032688,Robbie Chosen,WR,3,2019,NYJ,1,16,3.25,6.0,48.69,0.31,0.06,90.25,12.06,2.19,0.33,0.54,0.2,0.34,0.53,0.06,0.25,0.0,0.0,0.0,10.14,14.01
00-0032688,Robbie Chosen,WR,4,2020,CAR,0,16,5.94,8.5,68.5,0.19,0.06,82.38,31.06,3.06,1.76,0.83,0.26,0.32,0.61,0.25,0.94,0.0,0.0,0.06,14.01,8.15
00-0032688,Robbie Chosen,WR,5,2021,CAR,1,17,3.12,6.47,30.53,0.29,0.0,68.0,9.29,1.59,-1.68,0.45,0.19,0.26,0.47,0.18,2.12,0.0,0.0,0.06,8.15,4.35
00-0032760,Josh Doctson,WR,1,2017,WAS,0,15,2.33,5.2,33.47,0.4,0.0,71.6,8.73,1.67,-0.36,0.47,0.15,0.26,0.4,0.07,-0.93,0.0,0.0,0.0,7.99,7.28
00-0032765,Michael Thomas,WR,0,2016,NO,0,15,6.13,8.07,75.8,0.6,0.13,64.07,32.2,4.13,1.82,1.18,0.18,0.2,0.41,0.0,0.0,0.0,0.0,0.0,17.05,16.16
00-0032765,Michael Thomas,WR,1,2017,NO,0,16,6.5,9.31,77.81,0.31,0.0,88.62,26.56,4.38,3.88,0.88,0.28,0.41,0.71,0.0,0.0,0.0,0.0,0.0,16.16,19.72
00-0032765,Michael Thomas,WR,2,2018,NO,0,16,7.81,9.19,87.81,0.56,0.12,70.88,32.12,4.69,5.26,1.24,0.29,0.3,0.64,0.0,0.0,0.0,0.0,0.0,19.72,23.41
00-0032765,Michael Thomas,WR,3,2019,NO,0,16,9.31,11.56,107.81,0.56,0.06,93.56,36.19,5.75,6.19,1.15,0.33,0.4,0.78,0.06,-0.56,0.0,0.0,0.0,23.41,8.98
00-0032775,Demarcus Robinson,WR,1,2017,KC,0,10,2.1,3.9,21.2,0.0,0.0,40.7,4.7,1.3,-0.29,0.52,0.07,0.1,0.18,0.0,0.0,0.0,0.0,0.0,4.22,5.34
00-0032775,Demarcus Robinson,WR,2,2018,KC,0,14,1.57,2.36,20.57,0.29,0.0,27.57,8.29,0.86,0.7,0.75,0.06,0.07,0.14,0.0,0.0,0.0,0.0,0.0,5.34,6.73
00-0032775,Demarcus Robinson,WR,3,2019,KC,0,15,2.13,3.67,29.93,0.27,0.0,48.8,6.87,1.27,0.86,0.61,0.1,0.15,0.25,0.0,0.0,0.0,0.0,0.0,6.73,7.17
00-0032775,Demarcus Robinson,WR,4,2020,KC,0,15,3.0,3.93,31.07,0.2,0.07,35.0,11.53,1.73,1.37,0.89,0.1,0.1,0.22,0.0,0.0,0.0,0.0,0.0,7.17,4.96
00-0032775,Demarcus Robinson,WR,5,2021,KC,1,14,1.79,2.93,18.86,0.21,0.0,30.5,4.43,0.93,0.7,0.62,0.06,0.09,0.16,0.0,0.0,0.0,0.0,0.0,4.96,6.49
00-0032775,Demarcus Robinson,WR,6,2022,BAL,1,16,3.0,4.69,28.62,0.12,0.12,42.25,9.38,1.5,0.22,0.68,0.16,0.17,0.36,0.0,0.0,0.0,0.0,0.0,6.49,10.92
00-0032775,Demarcus Robinson,WR,7,2023,LA,0,8,3.25,4.88,46.38,0.5,0.25,59.75,11.12,2.5,2.03,0.78,0.07,0.11,0.18,0.12,2.88,0.0,0.0,0.12,10.92,7.26
00-0032775,Demarcus Robinson,WR,8,2024,LA,1,17,1.82,3.76,29.71,0.41,0.0,57.82,4.18,1.59,0.48,0.51,0.12,0.24,0.34,0.0,0.0,0.0,0.0,0.0,7.26,
00-0032778,Tajae Sharpe,WR,0,2016,TEN,0,16,2.56,5.19,32.62,0.12,0.0,68.06,5.62,1.69,0.36,0.48,0.17,0.23,0.41,0.06,0.06,0.0,0.0,0.0,6.58,4.75
00-0032778,Tajae Sharpe,WR,2,2018,TEN,0,15,1.73,3.13,21.07,0.13,0.0,33.53,5.53,1.47,0.32,0.63,0.11,0.15,0.27,0.07,1.07,0.0,0.0,0.07,4.75,6.3
00-0032778,Tajae Sharpe,WR,3,2019,TEN,1,13,1.92,2.69,25.31,0.31,0.0,38.31,4.46,1.54,2.21,0.66,0.08,0.13,0.21,0.0,0.0,0.0,0.0,0.0,6.3,3.43
00-0032791,Jakeem Grant,WR,0,2016,MIA,0,14,0.0,0.07,0.0,0.0,0.0,-0.21,0.0,0.0,-0.05,0.0,0.0,-0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.44,3.1
00-0032791,Jakeem Grant,WR,1,2017,MIA,0,15,0.87,1.47,13.53,0.13,0.0,14.6,9.6,0.6,0.37,0.93,0.04,0.04,0.09,0.2,0.8,0.0,0.0,0.0,3.1,7.23
00-0032791,Jakeem Grant,WR,2,2018,MIA,0,10,2.1,3.4,26.8,0.2,0.0,27.5,14.0,1.3,1.13,0.97,0.08,0.07,0.17,0.1,0.5,0.0,0.0,0.0,7.23,5.32
00-0032791,Jakeem Grant,WR,3,2019,MIA,0,9,2.11,3.67,18.22,0.0,0.0,45.11,9.67,1.0,-0.37,0.4,0.05,0.07,0.13,0.44,0.56,0.11,0.0,0.11,5.32,6.24
00-0032791,Jakeem Grant,WR,4,2020,MIA,1,14,2.57,3.86,26.64,0.07,0.0,40.5,12.29,1.57,0.45,0.66,0.1,0.13,0.24,0.21,1.43,0.0,0.0,0.07,6.24,2.9
00-0032881,Tommylee Lewis,WR,0,2016,NO,0,12,0.58,0.92,6.33,0.0,0.0,6.33,1.67,0.33,-0.06,1.0,0.02,0.02,0.04,0.25,0.92,0.0,0.0,0.08,1.31,2.07
00-0032935,Johnny Holton,WR,0,2016,LV,0,12,0.17,0.25,2.83,0.0,0.0,2.92,1.17,0.17,0.22,0.97,0.01,0.01,0.01,0.5,3.58,0.0,0.08,0.17,0.64,3.2
00-0032935,Johnny Holton,WR,1,2017,LV,0,14,0.64,1.29,15.57,0.21,0.14,29.5,2.86,0.36,0.12,0.53,0.03,0.09,0.11,0.0,0.0,0.0,0.0,0.0,3.2,0.5
00-0032951,Laquon Treadwell,WR,1,2017,MIN,0,13,1.54,2.69,15.38,0.0,0.08,32.0,4.46,0.92,-0.63,0.48,0.07,0.1,0.17,0.0,0.0,0.0,0.0,0.0,3.08,4.75
00-0032951,Laquon Treadwell,WR,2,2018,MIN,0,15,2.33,3.53,20.13,0.07,0.0,21.33,8.0,1.07,-0.77,0.94,0.09,0.07,0.19,0.0,0.0,0.0,0.0,0.0,4.75,3.34
00-0032951,Laquon Treadwell,WR,3,2019,MIN,1,10,0.9,1.6,18.4,0.1,0.0,19.0,5.7,0.8,1.17,0.97,0.04,0.05,0.09,0.0,0.0,0.0,0.0,0.0,3.34,6.87
00-0032966,Corey Coleman,WR,0,2016,CLE,0,10,3.3,7.3,41.3,0.3,0.0,101.4,9.7,1.7,0.27,0.41,0.13,0.21,0.34,0.2,1.0,0.0,0.0,0.0,9.33,7.28
00-0032966,Corey Coleman,WR,1,2017,CLE,1,9,2.56,6.44,33.89,0.22,0.0,87.22,6.44,1.89,-1.14,0.39,0.1,0.15,0.26,0.0,0.0,0.0,0.0,0.0,7.28,1.58
00-0032977,Rashard Higgins,WR,0,2016,CLE,0,10,0.6,1.2,7.7,0.0,0.0,13.8,3.1,0.5,-0.29,0.56,0.02,0.03,0.05,0.0,0.0,0.0,0.0,0.0,1.37,4.9
00-0032977,Rashard Higgins,WR,1,2017,CLE,0,14,1.93,3.57,22.29,0.14,0.07,33.14,10.14,0.93,-1.14,0.67,0.09,0.09,0.2,0.07,0.29,0.0,0.0,0.0,4.9,9.09
00-0032977,Rashard Higgins,WR,2,2018,CLE,0,13,3.0,4.08,44.0,0.31,0.15,45.69,11.23,2.08,2.24,0.96,0.1,0.11,0.22,0.0,0.0,0.0,0.0,0.0,9.09,10.08
00-0032977,Rashard Higgins,WR,4,2020,CLE,0,12,3.08,4.33,49.92,0.33,0.17,61.08,6.5,2.17,3.01,0.82,0.11,0.17,0.29,0.0,0.0,0.0,0.0,0.0,10.08,4.79
00-0032980,Marcus Johnson,WR,3,2019,IND,0,8,2.12,4.12,34.62,0.25,0.0,71.62,5.38,1.5,1.04,0.48,0.07,0.14,0.2,0.0,0.0,0.0,0.0,0.0,7.09,4.39
00-0032980,Marcus Johnson,WR,4,2020,IND,1,9,1.56,3.11,28.33,0.0,0.0,54.11,5.44,1.22,0.98,0.52,0.05,0.12,0.16,0.0,0.0,0.0,0.0,0.0,4.39,2.36
00-0033006,Jaydon Mickens,WR,1,2017,JAX,0,10,0.6,1.1,7.7,0.2,0.0,8.2,3.9,0.4,0.37,0.94,0.02,0.02,0.05,0.0,0.0,0.0,0.0,0.0,3.17,1.28
00-0033006,Jaydon Mickens,WR,4,2020,TB,1,10,0.7,1.0,5.8,0.0,0.0,7.3,3.1,0.6,0.46,0.79,0.02,0.01,0.03,0.0,0.0,0.0,0.0,0.0,1.28,0.27
00-0033009,Tyler Boyd,WR,0,2016,CIN,0,16,3.38,5.06,37.69,0.06,0.06,42.56,12.56,2.06,0.34,0.89,0.15,0.15,0.33,0.25,3.62,0.0,0.0,0.12,7.76,5.65
00-0033009,Tyler Boyd,WR,1,2017,CIN,0,10,2.2,3.2,22.5,0.2,0.0,20.5,9.1,1.4,0.49,1.1,0.07,0.05,0.13,0.0,0.0,0.0,0.0,0.0,5.65,15.79
00-0033009,Tyler Boyd,WR,2,2018,CIN,0,14,5.43,7.71,73.43,0.5,0.0,72.0,29.86,3.86,5.21,1.02,0.2,0.23,0.47,0.14,0.21,0.0,0.0,0.0,15.79,13.93
00-0033009,Tyler Boyd,WR,3,2019,CIN,0,16,5.62,9.25,65.38,0.31,0.12,86.06,21.75,3.19,0.51,0.76,0.25,0.27,0.57,0.25,1.44,0.0,0.0,0.06,13.93,12.84
00-0033009,Tyler Boyd,WR,4,2020,CIN,0,15,5.27,7.33,56.07,0.27,0.07,62.67,23.33,2.87,2.51,0.89,0.19,0.2,0.43,0.33,3.27,0.0,0.0,0.13,12.84,11.49
00-0033009,Tyler Boyd,WR,5,2021,CIN,0,16,4.19,5.88,51.75,0.31,0.06,46.5,24.31,2.31,1.21,1.11,0.17,0.17,0.38,0.12,1.38,0.0,0.0,0.06,11.49,10.44
00-0033009,Tyler Boyd,WR,6,2022,CIN,0,16,3.62,5.12,47.62,0.31,0.0,47.19,15.56,2.56,1.81,1.01,0.14,0.18,0.33,0.0,0.0,0.0,0.0,0.0,10.44,8.52
00-0033009,Tyler Boyd,WR,7,2023,CIN,1,17,3.94,5.76,39.24,0.12,0.0,37.0,16.41,1.65,0.34,1.06,0.17,0.16,0.36,0.12,0.65,0.0,0.0,0.06,8.52,5.22
00-0033009,Tyler Boyd,WR,8,2024,TEN,0,15,2.6,3.8,26.0,0.0,0.0,28.0,12.6,1.33,0.19,0.93,0.11,0.1,0.24,0.07,0.2,0.0,0.0,0.07,5.22,
00-0033040,Tyreek Hill,WR,0,2016,KC,0,16,3.81,5.19,37.06,0.38,0.06,40.88,16.75,2.0,1.07,0.91,0.15,0.18,0.35,1.5,16.69,0.19,0.0,0.62,13.69,16.35
00-0033040,Tyreek Hill,WR,1,2017,KC,0,15,5.0,7.0,78.87,0.47,0.0,80.93,30.33,2.73,3.72,0.97,0.2,0.29,0.5,1.13,3.93,0.0,0.0,0.2,16.35,20.88
00-0033040,Tyreek Hill,WR,2,2018,KC,0,16,5.44,8.56,92.44,0.75,0.0,126.62,32.94,3.75,5.11,0.73,0.24,0.38,0.63,1.38,9.44,0.06,0.0,0.69,20.88,15.69
00-0033040,Tyreek Hill,WR,3,2019,KC,0,12,4.83,7.42,71.67,0.58,0.0,95.33,23.33,3.25,4.17,0.75,0.16,0.23,0.4,0.67,1.92,0.0,0.0,0.08,15.69,21.93
00-0033040,Tyreek Hill,WR,4,2020,KC,0,15,5.8,9.0,85.07,1.0,0.0,115.93,28.93,3.8,5.01,0.73,0.22,0.34,0.57,0.87,8.2,0.13,0.0,0.4,21.93,17.44
00-0033040,Tyreek Hill,WR,5,2021,KC,1,17,6.53,9.35,72.88,0.53,0.12,96.88,26.12,4.41,3.67,0.75,0.25,0.33,0.61,0.53,5.65,0.0,0.0,0.29,17.44,20.07
00-0033040,Tyreek Hill,WR,6,2022,MIA,0,17,7.0,10.0,100.59,0.41,0.06,123.94,28.35,4.53,3.77,0.81,0.3,0.4,0.73,0.41,1.88,0.06,0.0,0.18,20.07,23.52
00-0033040,Tyreek Hill,WR,7,2023,MIA,0,16,7.44,10.69,112.44,0.81,0.06,115.44,40.75,5.19,5.73,0.97,0.31,0.43,0.77,0.38,0.94,0.0,0.0,0.12,23.52,12.84
00-0033040,Tyreek Hill,WR,8,2024,MIA,0,17,4.76,7.18,56.41,0.35,0.0,80.53,17.18,3.18,1.59,0.7,0.21,0.37,0.58,0.47,3.12,0.0,0.0,0.12,12.84,
00-0033069,Braxton Miller,WR,0,2016,HOU,0,10,1.5,2.8,9.9,0.1,0.0,20.2,5.2,0.6,-1.1,0.49,0.05,0.04,0.1,0.3,0.0,0.0,0.0,0.0,3.09,4.13
00-0033079,Ricardo Louis,WR,0,2016,CLE,0,14,1.29,2.5,14.64,0.0,0.07,26.64,5.86,0.5,0.12,0.55,0.06,0.08,0.15,0.0,0.0,0.0,0.0,0.0,2.75,4.48
00-0033094,Marvin Hall,WR,2,2018,ATL,1,14,0.71,1.36,10.64,0.07,0.0,14.86,4.07,0.36,0.04,0.72,0.03,0.04,0.07,0.14,0.0,0.0,0.0,0.0,2.21,5.48
00-0033111,Pharoh Cooper,WR,0,2016,LA,0,9,1.56,2.22,11.78,0.0,0.0,7.78,8.0,0.44,-2.19,1.51,0.04,0.02,0.07,0.0,0.0,0.0,0.0,0.0,2.51,1.62
00-0033111,Pharoh Cooper,WR,1,2017,LA,1,16,0.69,1.19,5.25,0.0,0.0,8.62,3.38,0.19,-0.68,0.61,0.04,0.03,0.08,0.06,0.38,0.0,0.0,0.06,1.62,4.62
00-0033111,Pharoh Cooper,WR,3,2019,ARI,1,12,2.08,2.75,20.25,0.08,0.0,28.0,5.83,0.83,1.29,0.72,0.06,0.08,0.15,0.08,0.17,0.0,0.0,0.0,4.62,0.82
00-0033111,Pharoh Cooper,WR,4,2020,CAR,1,15,0.33,0.53,4.87,0.0,0.0,5.27,2.33,0.2,0.18,0.92,0.02,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.82,0.95
00-0033114,Mike Thomas,WR,0,2016,LA,0,8,0.38,1.12,4.62,0.0,0.0,14.12,1.62,0.25,-0.43,0.33,0.02,0.03,0.05,0.0,0.0,0.0,0.0,0.0,0.84,2.52
00-0033127,Will Fuller,WR,0,2016,HOU,0,14,3.36,6.57,45.36,0.14,0.0,99.79,17.0,2.21,0.57,0.45,0.16,0.28,0.44,0.07,-0.21,0.0,0.0,0.0,9.16,11.32
