player_id,player_display_name,position,years_of_experience,season,recent_team,new_team_next_year,games,receptions_per_game,targets_per_game,receiving_yards_per_game,receiving_tds_per_game,receiving_fumbles_per_game,receiving_air_yards_per_game,receiving_yards_after_catch_per_game,receiving_first_downs_per_game,receiving_epa_per_game,racr,target_share,air_yards_share,wopr,carries_per_game,rushing_yards_per_game,rushing_tds_per_game,rushing_fumbles_per_game,rushing_first_downs_per_game,fantasy_points_ppr_per_game,fantasy_points_ppr_per_game_next_year
00-0033127,Will Fuller,WR,1,2017,HOU,0,10,2.8,5.0,42.3,0.7,0.0,79.4,9.9,2.1,1.16,0.53,0.1,0.15,0.25,0.2,0.9,0.0,0.0,0.0,11.32,12.18
00-0033127,Will Fuller,WR,3,2019,HOU,0,11,4.45,6.45,60.91,0.27,0.09,91.91,19.91,2.36,2.45,0.66,0.14,0.21,0.35,0.0,0.0,0.0,0.0,0.0,12.18,17.17
00-0033251,Zach Pascal,WR,1,2018,IND,0,14,1.93,3.29,19.14,0.14,0.0,31.29,5.79,1.07,-0.34,0.61,0.07,0.09,0.17,0.14,0.71,0.0,0.0,0.0,4.77,8.46
00-0033251,Zach Pascal,WR,2,2019,IND,0,16,2.56,4.5,37.94,0.31,0.0,50.62,14.94,1.81,1.27,0.75,0.15,0.2,0.36,0.12,1.0,0.0,0.0,0.06,8.46,8.56
00-0033251,Zach Pascal,WR,3,2020,IND,0,16,2.75,4.44,39.31,0.31,0.0,48.25,14.56,1.81,1.35,0.81,0.13,0.19,0.34,0.0,0.0,0.0,0.0,0.0,8.56,5.91
00-0033251,Zach Pascal,WR,4,2021,IND,1,16,2.38,4.31,24.0,0.19,0.06,38.0,7.56,1.0,-0.8,0.63,0.14,0.15,0.31,0.12,1.31,0.0,0.0,0.0,5.91,2.4
00-0033251,Zach Pascal,WR,5,2022,PHI,1,15,1.0,1.27,10.0,0.07,0.0,7.67,5.73,0.6,0.02,1.3,0.04,0.03,0.07,0.07,0.0,0.0,0.0,0.0,2.4,0.59
00-0033282,Curtis Samuel,WR,0,2017,CAR,0,8,1.88,3.25,14.38,0.0,0.0,32.0,5.12,0.75,-0.45,0.45,0.05,0.06,0.12,0.5,8.0,0.0,0.0,0.38,4.11,10.68
00-0033282,Curtis Samuel,WR,1,2018,CAR,0,13,3.0,5.0,38.0,0.38,0.0,59.69,8.54,1.85,0.64,0.64,0.12,0.19,0.31,0.62,6.46,0.15,0.0,0.23,10.68,10.73
00-0033282,Curtis Samuel,WR,2,2019,CAR,0,16,3.38,6.56,39.19,0.38,0.0,96.12,9.56,2.25,0.54,0.41,0.18,0.29,0.47,1.19,8.12,0.06,0.0,0.44,10.73,14.14
00-0033282,Curtis Samuel,WR,3,2020,CAR,1,15,5.13,6.47,56.73,0.2,0.07,47.4,21.33,2.6,2.52,1.2,0.18,0.17,0.4,2.73,13.33,0.13,0.0,0.67,14.14,10.37
00-0033282,Curtis Samuel,WR,5,2022,WAS,0,17,3.76,5.41,38.59,0.24,0.0,36.18,17.0,2.12,1.46,1.07,0.17,0.14,0.36,2.24,11.0,0.06,0.06,0.71,10.37,9.82
00-0033282,Curtis Samuel,WR,6,2023,WAS,1,16,3.88,5.69,38.31,0.25,0.0,37.38,16.25,1.62,0.38,1.03,0.15,0.13,0.31,0.44,2.44,0.06,0.0,0.25,9.82,4.55
00-0033282,Curtis Samuel,WR,7,2024,BUF,0,14,2.21,3.29,18.07,0.07,0.0,15.14,11.43,0.64,-0.74,1.19,0.09,0.05,0.17,0.36,1.0,0.0,0.0,0.0,4.55,
00-0033292,Trent Taylor,WR,0,2017,SF,0,15,2.87,4.0,28.67,0.13,0.0,27.2,12.67,1.8,0.77,1.05,0.1,0.08,0.21,0.0,0.0,0.0,0.0,0.0,6.53,4.27
00-0033292,Trent Taylor,WR,1,2018,SF,0,13,2.0,3.08,16.54,0.08,0.0,18.38,7.77,0.85,-0.49,0.9,0.08,0.06,0.16,0.0,0.0,0.0,0.0,0.0,4.27,1.55
00-0033292,Trent Taylor,WR,3,2020,SF,1,12,0.83,1.75,7.17,0.0,0.0,9.75,3.58,0.42,-1.08,0.74,0.04,0.03,0.08,0.0,0.0,0.0,0.0,0.0,1.55,0.86
00-0033292,Trent Taylor,WR,5,2022,CIN,1,16,0.38,0.62,3.88,0.0,0.0,2.81,2.69,0.06,-0.02,1.38,0.02,0.01,0.03,0.25,0.94,0.0,0.0,0.0,0.86,-0.01
00-0033307,Kendrick Bourne,WR,0,2017,SF,0,10,1.6,3.4,25.7,0.0,0.0,39.2,11.4,1.2,0.78,0.66,0.06,0.08,0.14,0.0,0.0,0.0,0.0,0.0,4.17,7.17
00-0033307,Kendrick Bourne,WR,1,2018,SF,0,16,2.62,4.19,30.44,0.25,0.06,35.5,9.19,1.88,0.41,0.86,0.13,0.15,0.3,0.0,0.0,0.0,0.0,0.0,7.17,6.11
00-0033307,Kendrick Bourne,WR,2,2019,SF,0,16,1.88,2.75,22.38,0.31,0.0,23.56,7.62,1.44,1.52,0.95,0.09,0.12,0.23,0.0,0.0,0.0,0.0,0.0,6.11,8.65
00-0033307,Kendrick Bourne,WR,3,2020,SF,1,15,3.27,4.93,44.47,0.13,0.0,45.73,14.6,2.33,2.08,0.97,0.13,0.18,0.33,0.0,0.0,0.0,0.0,0.0,8.65,10.62
00-0033307,Kendrick Bourne,WR,4,2021,NE,0,17,3.24,4.12,47.06,0.29,0.06,34.82,22.65,1.59,2.49,1.35,0.13,0.14,0.3,0.71,7.35,0.0,0.0,0.41,10.62,5.52
00-0033307,Kendrick Bourne,WR,5,2022,NE,0,16,2.19,3.0,27.12,0.06,0.12,30.81,9.06,1.38,0.84,0.88,0.09,0.12,0.22,0.38,2.44,0.0,0.0,0.12,5.52,12.5
00-0033307,Kendrick Bourne,WR,6,2023,NE,0,8,4.62,6.88,50.75,0.5,0.12,71.75,25.38,1.88,-1.19,0.71,0.1,0.14,0.25,0.12,0.5,0.0,0.0,0.12,12.5,5.42
00-0033307,Kendrick Bourne,WR,7,2024,NE,0,12,2.33,3.17,25.42,0.08,0.0,29.42,7.83,1.08,0.68,0.86,0.08,0.09,0.18,0.08,0.5,0.0,0.0,0.08,5.42,
00-0033375,Tim Patrick,WR,1,2018,DEN,0,12,1.92,3.42,26.25,0.08,0.17,36.25,9.33,1.25,0.28,0.72,0.07,0.1,0.18,0.25,1.42,0.0,0.0,0.17,5.02,4.72
00-0033375,Tim Patrick,WR,2,2019,DEN,0,8,2.0,3.88,27.25,0.0,0.0,39.38,4.75,1.75,0.88,0.69,0.06,0.09,0.16,0.0,0.0,0.0,0.0,0.0,4.72,10.75
00-0033375,Tim Patrick,WR,3,2020,DEN,0,15,3.4,5.27,49.47,0.4,0.0,65.73,15.87,2.2,2.29,0.75,0.15,0.2,0.36,0.0,0.0,0.0,0.0,0.0,10.75,9.78
00-0033375,Tim Patrick,WR,4,2021,DEN,1,16,3.31,5.31,45.88,0.31,0.0,62.19,12.62,2.44,2.35,0.74,0.16,0.22,0.4,0.0,0.0,0.0,0.0,0.0,9.78,6.16
00-0033375,Tim Patrick,WR,7,2024,DET,0,15,2.2,2.93,26.27,0.2,0.0,29.27,9.4,1.33,1.32,0.9,0.08,0.13,0.21,0.0,0.0,0.0,0.0,0.0,6.16,
00-0033460,John Ross,WR,1,2018,CIN,0,13,1.62,4.46,16.15,0.54,0.0,62.08,4.54,1.0,-1.66,0.26,0.11,0.19,0.29,0.31,0.69,0.0,0.0,0.0,6.53,11.88
00-0033460,John Ross,WR,2,2019,CIN,0,8,3.5,7.0,63.25,0.38,0.12,109.38,24.75,2.75,2.08,0.58,0.1,0.17,0.26,0.38,0.5,0.0,0.0,0.0,11.88,4.56
00-0033466,Isaiah McKenzie,WR,0,2017,DEN,1,11,0.36,1.18,2.64,0.0,0.0,18.45,0.91,0.18,-1.22,0.14,0.02,0.04,0.07,0.09,0.36,0.0,0.0,0.0,0.66,6.81
00-0033466,Isaiah McKenzie,WR,1,2018,BUF,0,8,2.25,3.75,22.38,0.0,0.0,30.75,9.5,1.25,0.07,0.73,0.05,0.06,0.12,1.25,8.25,0.25,0.0,0.5,6.81,5.28
00-0033466,Isaiah McKenzie,WR,2,2019,BUF,0,12,2.25,3.25,21.17,0.08,0.0,14.08,17.17,1.0,0.82,1.5,0.08,0.04,0.15,0.67,4.08,0.0,0.0,0.33,5.28,6.64
00-0033466,Isaiah McKenzie,WR,3,2020,BUF,0,15,2.0,2.27,18.8,0.33,0.0,9.93,12.67,1.13,1.43,1.89,0.06,0.03,0.11,0.67,0.6,0.0,0.0,0.13,6.64,3.63
00-0033466,Isaiah McKenzie,WR,4,2021,BUF,0,15,1.33,1.73,11.87,0.07,0.0,10.47,5.4,0.87,1.13,1.13,0.04,0.03,0.08,0.6,3.13,0.07,0.0,0.33,3.63,7.99
00-0033466,Isaiah McKenzie,WR,5,2022,BUF,1,15,2.8,4.33,28.2,0.27,0.0,37.6,8.53,1.8,0.76,0.75,0.12,0.11,0.25,0.6,3.67,0.07,0.0,0.2,7.99,1.58
00-0033471,Isaiah Ford,WR,2,2019,MIA,0,8,2.88,4.38,30.5,0.0,0.0,36.88,10.75,2.0,0.21,0.83,0.06,0.05,0.12,0.12,1.38,0.0,0.0,0.12,6.06,6.18
00-0033471,Isaiah Ford,WR,3,2020,MIA,0,9,3.11,4.89,30.67,0.0,0.0,45.0,7.56,2.0,0.52,0.68,0.08,0.09,0.19,0.0,0.0,0.0,0.0,0.0,6.18,4.01
00-0033536,Mike Williams,WR,0,2017,LAC,0,9,1.22,2.56,10.56,0.0,0.0,29.11,1.22,0.78,-1.58,0.36,0.04,0.05,0.1,0.0,0.0,0.0,0.0,0.0,2.28,11.26
00-0033536,Mike Williams,WR,1,2018,LAC,0,16,2.69,4.12,41.5,0.62,0.0,60.88,7.38,2.25,3.01,0.68,0.13,0.25,0.37,0.44,1.75,0.06,0.0,0.19,11.26,10.75
00-0033536,Mike Williams,WR,2,2019,LAC,0,15,3.27,6.0,66.73,0.13,0.0,106.87,12.47,2.73,2.24,0.62,0.16,0.32,0.46,0.07,0.13,0.0,0.0,0.0,10.75,10.98
00-0033536,Mike Williams,WR,3,2020,LAC,0,14,3.43,6.07,54.0,0.36,0.0,88.29,11.57,2.5,2.13,0.61,0.14,0.26,0.39,0.07,0.07,0.0,0.0,0.0,10.98,15.41
00-0033536,Mike Williams,WR,4,2021,LAC,0,16,4.75,8.06,71.62,0.56,0.0,93.56,25.94,3.19,4.17,0.77,0.2,0.29,0.5,0.0,0.0,0.0,0.0,0.0,15.41,13.58
00-0033536,Mike Williams,WR,5,2022,LAC,0,13,4.85,7.15,68.85,0.31,0.0,85.46,24.92,3.0,2.43,0.81,0.14,0.25,0.38,0.0,0.0,0.0,0.0,0.0,13.58,4.06
00-0033536,Mike Williams,WR,7,2024,PIT,1,14,1.5,2.43,21.29,0.07,0.0,37.0,2.5,1.0,1.04,0.58,0.06,0.13,0.17,0.0,0.0,0.0,0.0,0.0,4.06,
00-0033555,Mack Hollins,WR,0,2017,PHI,1,12,1.33,1.83,18.83,0.08,0.0,23.08,3.58,0.67,0.98,0.82,0.04,0.05,0.1,0.0,0.0,0.0,0.0,0.0,3.72,1.88
00-0033555,Mack Hollins,WR,2,2019,MIA,0,12,0.83,1.92,10.42,0.0,0.0,25.25,2.75,0.58,-0.19,0.41,0.04,0.06,0.1,0.0,0.0,0.0,0.0,0.0,1.88,3.42
00-0033555,Mack Hollins,WR,3,2020,MIA,0,11,1.45,2.27,16.0,0.09,0.09,21.82,2.64,0.64,-0.15,0.73,0.05,0.06,0.11,0.0,0.0,0.0,0.0,0.0,3.42,4.02
00-0033555,Mack Hollins,WR,4,2021,MIA,1,15,0.93,1.87,14.87,0.27,0.0,28.33,2.73,0.73,0.84,0.52,0.05,0.1,0.14,0.0,0.0,0.0,0.0,0.0,4.02,9.07
00-0033555,Mack Hollins,WR,5,2022,LV,1,17,3.35,5.53,40.59,0.24,0.0,70.35,11.29,2.0,1.85,0.58,0.17,0.22,0.41,0.24,2.35,0.0,0.0,0.18,9.07,3.59
00-0033555,Mack Hollins,WR,6,2023,ATL,1,12,1.5,2.5,20.92,0.0,0.0,31.25,4.58,0.75,0.81,0.67,0.06,0.09,0.15,0.0,0.0,0.0,0.0,0.0,3.59,5.81
00-0033555,Mack Hollins,WR,7,2024,BUF,1,17,1.82,2.94,22.24,0.29,0.0,38.18,5.29,1.47,1.44,0.58,0.1,0.15,0.26,0.0,0.0,0.0,0.0,0.0,5.81,
00-0033562,Ryan Switzer,WR,0,2017,DAL,1,16,0.38,0.44,2.56,0.0,0.0,2.06,1.12,0.25,0.2,1.24,0.01,0.01,0.03,0.25,0.31,0.0,0.0,0.0,1.04,4.34
00-0033562,Ryan Switzer,WR,1,2018,PIT,0,16,2.25,2.75,15.81,0.06,0.0,9.25,8.56,0.94,0.4,1.71,0.07,0.03,0.12,0.38,1.31,0.0,0.0,0.0,4.34,1.19
00-0033572,Jamal Agnew,WR,0,2017,DET,0,13,0.15,0.15,1.38,0.0,0.0,-0.46,1.85,0.08,0.08,0.0,0.0,-0.0,0.0,0.15,0.69,0.0,0.0,0.08,1.28,1.05
00-0033572,Jamal Agnew,WR,2,2019,DET,0,13,0.08,0.15,-0.15,0.0,0.0,2.23,0.08,0.0,-0.13,-0.07,0.0,0.01,0.01,0.08,0.69,0.0,0.0,0.08,1.05,2.23
00-0033572,Jamal Agnew,WR,3,2020,DET,1,14,0.93,1.43,6.36,0.0,0.0,6.93,7.21,0.29,-0.38,0.92,0.04,0.02,0.07,0.43,2.36,0.0,0.0,0.21,2.23,8.2
00-0033572,Jamal Agnew,WR,4,2021,JAX,0,10,2.4,3.9,22.9,0.1,0.0,29.1,11.8,1.4,0.57,0.79,0.07,0.06,0.14,0.7,11.1,0.1,0.0,0.3,8.2,4.69
00-0033572,Jamal Agnew,WR,5,2022,JAX,0,15,1.53,2.0,12.47,0.2,0.0,11.87,8.33,0.6,0.52,1.05,0.05,0.04,0.11,0.8,5.73,0.0,0.0,0.4,4.69,3.66
00-0033589,David Moore,WR,1,2018,SEA,0,14,1.86,3.79,31.79,0.36,0.14,59.93,6.64,1.36,0.84,0.53,0.13,0.22,0.35,0.07,0.36,0.0,0.0,0.0,7.21,4.26
00-0033589,David Moore,WR,2,2019,SEA,0,14,1.21,2.43,21.5,0.14,0.07,34.43,9.14,1.0,0.47,0.62,0.07,0.1,0.17,0.21,1.79,0.0,0.0,0.07,4.26,7.42
00-0033589,David Moore,WR,3,2020,SEA,1,16,2.19,2.94,26.06,0.38,0.0,26.0,10.56,1.12,1.6,1.0,0.09,0.09,0.19,0.5,3.81,0.0,0.0,0.25,7.42,5.67
00-0033589,David Moore,WR,7,2024,CAR,0,15,2.13,3.8,23.4,0.2,0.0,42.07,4.0,1.2,0.55,0.56,0.11,0.14,0.26,0.07,0.0,0.0,0.0,0.0,5.67,
00-0033591,Noah Brown,WR,3,2020,DAL,0,10,1.4,2.4,15.4,0.0,0.0,24.7,4.7,0.6,0.54,0.62,0.04,0.05,0.09,0.1,0.4,0.0,0.0,0.0,2.98,3.82
00-0033591,Noah Brown,WR,4,2021,DAL,0,9,1.78,2.78,20.44,0.0,0.0,25.22,7.56,0.67,0.02,0.81,0.04,0.04,0.09,0.0,0.0,0.0,0.0,0.0,3.82,7.16
00-0033591,Noah Brown,WR,5,2022,DAL,1,16,2.69,4.62,34.69,0.19,0.06,50.0,8.0,1.56,-0.22,0.69,0.14,0.18,0.33,0.0,0.0,0.0,0.0,0.0,7.16,10.16
00-0033591,Noah Brown,WR,6,2023,HOU,1,10,3.3,5.5,56.7,0.2,0.0,65.8,22.3,2.4,2.09,0.86,0.1,0.13,0.23,0.1,-0.1,0.0,0.0,0.0,10.16,7.85
00-0033591,Noah Brown,WR,7,2024,WAS,0,11,3.18,5.09,41.18,0.09,0.0,57.91,7.55,1.91,1.09,0.71,0.11,0.16,0.28,0.0,0.0,0.0,0.0,0.0,7.85,
00-0033681,Keelan Cole,WR,0,2017,JAX,0,16,2.62,5.19,46.75,0.19,0.12,64.88,18.69,2.06,0.18,0.72,0.16,0.25,0.42,0.0,0.0,0.0,0.0,0.0,8.3,6.36
00-0033681,Keelan Cole,WR,1,2018,JAX,0,14,2.71,5.0,35.07,0.07,0.14,49.36,9.71,1.79,-0.33,0.71,0.13,0.18,0.33,0.0,0.0,0.0,0.0,0.0,6.36,6.56
00-0033681,Keelan Cole,WR,2,2019,JAX,0,12,2.0,2.92,30.08,0.25,0.0,31.17,8.25,1.58,1.77,0.97,0.06,0.08,0.15,0.08,0.5,0.0,0.0,0.0,6.56,9.71
00-0033681,Keelan Cole,WR,3,2020,JAX,1,16,3.44,5.5,40.12,0.31,0.0,59.81,10.88,2.12,1.63,0.67,0.15,0.2,0.36,0.06,0.12,0.0,0.0,0.0,9.71,5.64
00-0033681,Keelan Cole,WR,4,2021,NYJ,1,14,2.0,3.64,32.07,0.07,0.0,49.0,6.07,1.43,0.52,0.65,0.09,0.16,0.24,0.0,0.0,0.0,0.0,0.0,5.64,2.51
00-0033733,Greg Ward,WR,3,2020,PHI,0,16,3.31,4.94,26.19,0.38,0.06,27.75,10.25,1.56,0.91,0.94,0.14,0.08,0.27,0.12,-0.25,0.0,0.0,0.0,8.32,3.46
00-0033839,Dede Westbrook,WR,1,2018,JAX,0,16,4.12,6.31,44.81,0.31,0.12,53.25,22.62,2.44,1.38,0.84,0.19,0.23,0.45,0.56,6.12,0.0,0.0,0.31,11.34,10.45
00-0033839,Dede Westbrook,WR,2,2019,JAX,0,15,4.4,6.73,44.0,0.2,0.0,44.67,20.73,2.07,-0.0,0.99,0.18,0.15,0.37,0.33,1.8,0.0,0.0,0.0,10.45,1.12
00-0033857,JuJu Smith-Schuster,WR,0,2017,PIT,0,14,4.14,5.64,65.5,0.5,0.0,52.07,30.71,2.79,3.8,1.26,0.14,0.14,0.3,0.0,0.0,0.0,0.0,0.0,14.12,18.56
00-0033857,JuJu Smith-Schuster,WR,1,2018,PIT,0,16,6.94,10.38,89.12,0.44,0.06,91.31,40.5,4.19,3.26,0.98,0.25,0.27,0.56,0.06,0.81,0.0,0.0,0.06,18.56,9.43
00-0033857,JuJu Smith-Schuster,WR,2,2019,PIT,0,12,3.5,5.83,46.0,0.25,0.08,56.92,18.5,1.92,-0.25,0.81,0.14,0.17,0.34,0.0,0.0,0.0,0.0,0.0,9.43,14.63
00-0033857,JuJu Smith-Schuster,WR,3,2020,PIT,0,16,6.06,8.0,51.94,0.56,0.19,43.94,25.56,3.06,1.56,1.18,0.2,0.15,0.4,0.0,0.0,0.0,0.0,0.0,14.63,11.58
00-0033857,JuJu Smith-Schuster,WR,5,2022,KC,1,16,4.88,6.31,58.31,0.19,0.19,46.88,28.56,3.0,3.04,1.24,0.16,0.16,0.36,0.0,0.0,0.0,0.0,0.0,11.58,5.55
00-0033857,JuJu Smith-Schuster,WR,6,2023,NE,1,11,2.64,4.27,23.64,0.09,0.0,30.73,8.55,1.18,-0.94,0.77,0.09,0.08,0.19,0.0,0.0,0.0,0.0,0.0,5.55,4.83
00-0033857,JuJu Smith-Schuster,WR,7,2024,KC,0,11,1.64,2.36,21.0,0.18,0.0,13.0,14.09,1.0,0.12,1.62,0.05,0.04,0.09,0.0,0.0,0.0,0.0,0.0,4.83,
00-0033871,Corey Davis,WR,0,2017,TEN,0,11,3.09,5.91,34.09,0.0,0.09,67.73,9.18,1.64,-1.79,0.5,0.13,0.17,0.32,0.0,0.0,0.0,0.0,0.0,6.32,11.48
00-0033871,Corey Davis,WR,1,2018,TEN,0,16,4.06,7.0,55.69,0.25,0.06,72.44,16.69,2.94,1.88,0.77,0.26,0.35,0.64,0.38,3.44,0.0,0.0,0.12,11.48,7.67
00-0033871,Corey Davis,WR,2,2019,TEN,0,15,2.87,4.6,40.07,0.13,0.07,55.33,14.47,2.2,2.29,0.72,0.16,0.21,0.39,0.0,0.0,0.0,0.0,0.0,7.67,13.67
00-0033871,Corey Davis,WR,3,2020,TEN,1,14,4.64,6.57,70.29,0.36,0.07,77.14,20.79,3.5,4.0,0.91,0.2,0.27,0.48,0.0,0.0,0.0,0.0,0.0,13.67,11.69
00-0033871,Corey Davis,WR,4,2021,NYJ,0,9,3.78,6.56,54.67,0.44,0.22,85.0,14.33,2.56,-0.09,0.64,0.1,0.18,0.28,0.0,0.0,0.0,0.0,0.0,11.69,7.51
00-0033891,Zay Jones,WR,0,2017,BUF,0,14,1.93,5.29,22.57,0.14,0.0,71.0,4.5,1.36,-1.05,0.32,0.16,0.24,0.4,0.0,0.0,0.0,0.0,0.0,5.04,10.32
00-0033891,Zay Jones,WR,1,2018,BUF,1,16,3.5,6.38,40.75,0.44,0.06,76.62,8.88,2.06,0.03,0.53,0.21,0.25,0.49,0.06,0.0,0.0,0.0,0.0,10.32,3.49
00-0033891,Zay Jones,WR,2,2019,LV,0,14,1.93,3.21,15.43,0.0,0.0,34.57,5.5,0.71,-1.09,0.45,0.09,0.1,0.21,0.07,0.21,0.0,0.0,0.0,3.49,3.32
00-0033891,Zay Jones,WR,3,2020,LV,0,11,1.27,1.82,14.0,0.09,0.0,12.91,5.91,0.55,-0.11,1.08,0.04,0.03,0.08,0.0,0.0,0.0,0.0,0.0,3.32,7.06
00-0033891,Zay Jones,WR,4,2021,LV,1,15,3.13,4.67,36.4,0.07,0.07,65.27,11.33,1.93,0.4,0.56,0.12,0.19,0.31,0.13,0.2,0.0,0.0,0.0,7.06,12.38
00-0033891,Zay Jones,WR,5,2022,JAX,0,16,5.12,7.56,51.44,0.31,0.0,63.62,18.31,2.75,2.59,0.81,0.21,0.23,0.48,0.25,1.12,0.0,0.0,0.06,12.38,8.68
00-0033908,Cooper Kupp,WR,0,2017,LA,0,15,4.13,6.27,57.93,0.33,0.07,53.87,24.27,2.8,2.73,1.08,0.18,0.2,0.42,0.0,0.0,0.0,0.0,0.0,11.79,16.89
00-0033908,Cooper Kupp,WR,1,2018,LA,0,8,5.0,6.88,70.75,0.75,0.0,57.5,37.88,3.12,4.46,1.23,0.1,0.09,0.22,0.5,3.12,0.0,0.0,0.38,16.89,16.91
00-0033908,Cooper Kupp,WR,2,2019,LA,0,16,5.88,8.38,72.56,0.62,0.19,60.62,33.62,3.19,4.15,1.2,0.22,0.2,0.47,0.12,0.25,0.0,0.0,0.0,16.91,14.05
00-0033908,Cooper Kupp,WR,3,2020,LA,0,15,6.13,8.27,64.93,0.2,0.0,52.13,35.0,3.0,1.89,1.25,0.22,0.2,0.47,0.27,2.2,0.0,0.0,0.2,14.05,25.85
00-0033908,Cooper Kupp,WR,4,2021,LA,0,17,8.53,11.24,114.53,0.94,0.0,96.53,49.76,5.24,6.64,1.19,0.32,0.32,0.7,0.24,1.06,0.0,0.0,0.06,25.85,22.38
00-0033908,Cooper Kupp,WR,5,2022,LA,0,9,8.33,10.89,90.22,0.67,0.22,79.22,45.89,4.67,1.82,1.14,0.19,0.19,0.42,1.0,5.78,0.11,0.0,0.44,22.38,13.7
00-0033908,Cooper Kupp,WR,6,2023,LA,0,12,4.92,7.92,61.42,0.42,0.0,65.08,26.83,2.75,0.81,0.94,0.17,0.17,0.38,0.08,-0.25,0.0,0.0,0.0,13.7,14.58
00-0033908,Cooper Kupp,WR,7,2024,LA,1,12,5.58,8.33,59.17,0.5,0.08,63.17,22.42,2.42,0.32,0.94,0.18,0.18,0.41,0.17,0.83,0.0,0.0,0.08,14.58,
00-0033911,Taywan Taylor,WR,0,2017,TEN,0,16,1.0,1.75,14.44,0.06,0.0,24.12,3.38,0.56,0.08,0.6,0.06,0.09,0.15,0.5,2.69,0.0,0.0,0.06,3.09,6.74
00-0033921,Chris Godwin,WR,0,2017,TB,0,15,2.27,3.67,35.0,0.07,0.0,48.33,11.27,1.8,1.55,0.72,0.09,0.12,0.22,0.0,0.0,0.0,0.0,0.0,6.17,11.58
00-0033921,Chris Godwin,WR,1,2018,TB,0,16,3.69,5.94,52.62,0.44,0.25,69.31,15.31,3.0,2.13,0.76,0.15,0.17,0.35,0.0,0.0,0.0,0.0,0.0,11.58,19.72
00-0033921,Chris Godwin,WR,2,2019,TB,0,14,6.14,8.64,95.21,0.64,0.0,90.5,41.21,4.5,6.14,1.05,0.2,0.2,0.44,0.07,0.57,0.0,0.0,0.0,19.72,15.92
00-0033921,Chris Godwin,WR,3,2020,TB,0,12,5.42,7.0,70.0,0.58,0.08,71.5,23.33,3.58,4.6,0.98,0.14,0.15,0.31,0.0,0.0,0.0,0.0,0.0,15.92,17.31
00-0033921,Chris Godwin,WR,4,2021,TB,0,14,7.0,9.07,78.79,0.36,0.14,66.5,41.86,3.93,2.58,1.18,0.18,0.16,0.38,0.29,1.5,0.07,0.0,0.29,17.31,14.85
00-0033921,Chris Godwin,WR,5,2022,TB,0,15,6.93,9.47,68.2,0.2,0.13,54.67,34.27,3.53,1.99,1.25,0.2,0.16,0.41,0.2,0.33,0.0,0.0,0.0,14.85,12.31
00-0033932,Kenny Golladay,WR,0,2017,DET,0,11,2.55,4.36,43.36,0.27,0.0,64.64,16.45,1.64,1.54,0.67,0.08,0.16,0.24,0.09,0.82,0.0,0.0,0.0,8.6,13.81
00-0033932,Kenny Golladay,WR,1,2018,DET,0,15,4.67,7.93,70.87,0.33,0.07,98.33,23.33,3.73,3.32,0.72,0.21,0.37,0.58,0.07,0.53,0.0,0.0,0.0,13.81,15.5
00-0033932,Kenny Golladay,WR,2,2019,DET,0,16,4.06,7.25,74.38,0.69,0.06,106.12,19.0,3.25,2.82,0.7,0.21,0.31,0.53,0.0,0.0,0.0,0.0,0.0,15.5,6.36
00-0033943,Josh Reynolds,WR,0,2017,LA,0,10,1.1,2.4,10.4,0.1,0.0,18.0,3.4,0.7,0.21,0.58,0.05,0.04,0.1,0.0,0.0,0.0,0.0,0.0,2.74,8.33
00-0033943,Josh Reynolds,WR,1,2018,LA,0,12,2.42,4.42,33.5,0.42,0.0,54.75,10.75,1.92,0.51,0.61,0.1,0.13,0.24,0.17,0.67,0.0,0.0,0.08,8.33,3.87
00-0033943,Josh Reynolds,WR,2,2019,LA,0,16,1.31,2.69,20.38,0.06,0.0,28.69,8.69,0.94,0.22,0.71,0.07,0.09,0.17,0.31,1.44,0.0,0.0,0.12,3.87,7.89
00-0033943,Josh Reynolds,WR,3,2020,LA,1,16,3.25,5.06,38.62,0.12,0.06,55.38,14.06,1.94,0.61,0.7,0.14,0.23,0.37,0.06,0.31,0.0,0.0,0.0,7.89,7.33
00-0033943,Josh Reynolds,WR,4,2021,DET,0,11,2.64,4.45,36.0,0.18,0.0,60.73,10.82,1.91,1.72,0.59,0.09,0.17,0.26,0.0,0.0,0.0,0.0,0.0,7.33,8.66
00-0033943,Josh Reynolds,WR,5,2022,DET,0,12,3.17,4.92,39.92,0.25,0.0,58.67,9.58,2.08,0.97,0.68,0.1,0.17,0.28,0.0,0.0,0.0,0.0,0.0,8.66,8.05
00-0033943,Josh Reynolds,WR,6,2023,DET,1,16,2.5,4.0,38.0,0.31,0.06,40.31,10.81,2.0,0.92,0.94,0.11,0.16,0.28,0.0,0.0,0.0,0.0,0.0,8.05,4.8
00-0033943,Josh Reynolds,WR,7,2024,JAX,1,8,1.62,3.0,24.25,0.12,0.0,33.75,4.38,1.0,1.04,0.72,0.04,0.07,0.11,0.0,0.0,0.0,0.0,0.0,4.8,
00-0034054,River Cracraft,WR,1,2018,DEN,1,8,0.12,0.25,5.5,0.0,0.0,9.25,0.12,0.12,0.02,0.59,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.68,3.9
