player_id,player_name,player_display_name,position,position_group,headshot_url,season,season_type,recent_team,games,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks_suffered,sack_yards_lost,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_cpoe,passing_2pt_conversions,pacr,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr,special_teams_tds,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_tackles_for_loss,def_tackles_for_loss_yards,def_fumbles_forced,def_sacks,def_sack_yards,def_qb_hits,def_interceptions,def_interception_yards,def_pass_defended,def_tds,def_fumbles,def_safeties,misc_yards,fumble_recovery_own,fumble_recovery_yards_own,fumble_recovery_opp,fumble_recovery_yards_opp,fumble_recovery_tds,penalties,penalty_yards,punt_returns,punt_return_yards,kickoff_returns,kickoff_return_yards,fg_made,fg_att,fg_missed,fg_blocked,fg_long,fg_pct,fg_made_0_19,fg_made_20_29,fg_made_30_39,fg_made_40_49,fg_made_50_59,fg_made_60_,fg_missed_0_19,fg_missed_20_29,fg_missed_30_39,fg_missed_40_49,fg_missed_50_59,fg_missed_60_,fg_made_list,fg_missed_list,fg_blocked_list,fg_made_distance,fg_missed_distance,fg_blocked_distance,pat_made,pat_att,pat_missed,pat_blocked,pat_pct,gwfg_made,gwfg_att,gwfg_missed,gwfg_blocked,gwfg_distance_list,fantasy_points,fantasy_points_ppr
00-0026240,T.Branch,Tyvon Branch,S,DB,https://static.www.nfl.com/image/private/{formatInstructions}/league/iqunozxf1itgujqdyolv,2015,REG,KC,12,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,33,2,8,2,3,0,1,1,1,1,38,5,1,0,0,0,0,0,1,1,1,3,27,0,0,1,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0
00-0026243,W.Hayes,William Hayes,DE,DL,https://static.www.nfl.com/image/private/{formatInstructions}/league/dqzrzlkyd4xcwmktujez,2015,REG,LA,15,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,35,1,17,12,47,2,5.5,36,14,0,0,0,0,0,0,0,0,0,0,0,0,7,45,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0
00-0026247,C.Wallace,Cody Wallace,C,OL,https://static.www.nfl.com/image/private/{formatInstructions}/league/omel2h9neh84ykcsmvec,2015,REG,PIT,9,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,110,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0
00-0026248,K.Lichtensteiger,Kory Lichtensteiger,C,OL,https://static.www.nfl.com/image/private/{formatInstructions}/league/vpwohm4p9r5t1rerxc7s,2015,REG,WAS,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0
00-0026253,D.Lowery,Dwight Lowery,FS,DB,https://static.www.nfl.com/image/private/{formatInstructions}/league/cb7ez8axpdcrnpebn1bl,2015,REG,IND,16,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,54,2,20,1,7,0,1,7,2,4,96,9,1,0,0,0,0,0,0,0,0,2,37,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0
00-0026257,Q.Demps,Quintin Demps,S,DB,https://static.www.nfl.com/image/private/{formatInstructions}/league/qjmlprqtukd45wqsaif6,2015,REG,HOU,13,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,32,3,26,1,1,1,0.5,6.5,1,1,0,6,0,0,0,0,0,0,2,2,1,2,49,0,0,2,46,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0
00-0026261,R.Bryant,Red Bryant,DT,DL,https://static.www.nfl.com/image/private/{formatInstructions}/league/c9isrkdfqgfiik9enhdq,2015,REG,ARI,5,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0
00-0026267,J.Tamme,Jacob Tamme,TE,TE,https://static.www.nfl.com/image/private/{formatInstructions}/league/kfyqh9qmtwufzixwuoo2,2015,REG,ATL,15,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,59,81,657,1,0,0,640,196,31,15.2691470003912,0,1.0265625,0.13128038897893,0.133667502088555,0.290487834930384,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,71.7,130.7
00-0026270,T.Hills,Tony Hills,OT,OL,https://static.www.nfl.com/image/private/{formatInstructions}/league/iwcnulab6los2esshg5e,2015,REG,NO,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0
00-0026275,J.Sitton,Josh Sitton,G,OL,https://static.www.nfl.com/image/private/{formatInstructions}/league/dfmxab0e4asu6q9voxpa,2015,REG,GB,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,84,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0
00-0026280,B.Carr,Brandon Carr,CB,DB,https://static.www.nfl.com/image/private/{formatInstructions}/league/ahnxascuttpx7ce28twy,2015,REG,DAL,16,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,57,3,16,1,5,0,0,0,2,0,0,6,0,0,0,0,0,0,1,1,0,6,59,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0
00-0026281,G.Barnidge,Gary Barnidge,TE,TE,https://static.www.nfl.com/image/private/{formatInstructions}/league/qhfzxti66ga02dok4etx,2015,REG,CLE,16,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,79,125,1043,9,0,0,1201,363,52,42.6991132849877,0,0.868442964196503,0.207986688851913,0.246561281051119,0.484572930013654,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,45,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,158.3,237.3
00-0026282,Z.Bowman,Zack Bowman,DB,DB,https://static.www.nfl.com/image/private/{formatInstructions}/league/w200w4kxwfgoc6kxtz4w,2015,REG,MIA,8,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,6,0,1,0,0,0,0,0,0,1,38,2,0,0,0,0,0,0,0,0,0,3,53,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0
00-0026286,J.Felton,Jerome Felton,FB,RB,https://static.www.nfl.com/image/private/{formatInstructions}/league/mkg1584egfz8psc6gca7,2015,REG,BUF,4,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,2,0,0,0,1,-0.146631977986544,0,1,2,12,0,0,0,4,8,0,-0.526869897497818,0,3,0.00432900432900433,0.000844416297234537,0.00708459790157067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,1,5,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,1.4,2.4
00-0026289,T.Hightower,Tim Hightower,RB,RB,https://static.www.nfl.com/image/private/{formatInstructions}/league/azokebvu5bctrltqy38r,2015,REG,NO,6,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,96,375,4,0,0,25,-5.76738243807075,0,12,13,129,0,0,0,2,134,7,4.83419660275104,0,64.5,0.0196078431372549,0.000384024577572965,0.0296805819101834,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,74.4,86.4
00-0026290,B.Giacomini,Breno Giacomini,OT,OL,https://static.www.nfl.com/image/private/{formatInstructions}/league/mqmylhzkypguuetxntcd,2015,REG,NYJ,6,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,65,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0
00-0026292,L.Guion,Letroy Guion,DE,DL,https://static.www.nfl.com/image/private/{formatInstructions}/league/l7nzvmikp7vf4kvxmziu,2015,REG,GB,12,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,11,2,8,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0
00-0026293,M.Slater,Matthew Slater,WR,WR,https://static.www.nfl.com/image/private/{formatInstructions}/league/cs1ojdzhxjuanbw6vflv,2015,REG,NE,13,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,1,0,0,0,0,34,0,0,0.695688337205438,0,0,0.0016025641025641,0.00688956433637285,0.00722654118930715,0,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0
00-0026294,K.Biermann,Kroy Biermann,OLB,LB,https://static.www.nfl.com/image/private/{formatInstructions}/league/j4vigkl5andfafwsyanl,2015,REG,ATL,15,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,29,3,22,1,2,1,2.5,11,6,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0
00-0026298,K.Davis,Kellen Davis,TE,TE,https://static.www.nfl.com/image/private/{formatInstructions}/league/bftuje5hq6fnlmpc0uhy,2015,REG,NYJ,13,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,3,11,18,1,0,0,88,10,2,-4.62490258330945,0,0.204545454545455,0.0182724252491694,0.0158701532912534,0.0385177451776315,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,19,0,0,2,24,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,7.8,10.8
00-0026307,E.Walden,Erik Walden,LB,LB,https://static.www.nfl.com/image/private/{formatInstructions}/league/r8jcgdy5zgsmzh2ubo5b,2015,REG,IND,14,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,25,3,14,7,27,1,3,16,12,0,0,0,0,0,0,0,0,0,0,0,0,6,70,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0
00-0026321,N.Hayden,Nick Hayden,DT,DL,https://static.www.nfl.com/image/private/{formatInstructions}/league/u0jdw7ph8zzzqrzzffs9,2015,REG,DAL,15,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,29,4,15,5,9,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0
00-0026330,A.Rubin,Ahtyba Rubin,NT,DL,https://static.www.nfl.com/image/private/{formatInstructions}/league/ct4wy9zmgiatoubxgpc2,2015,REG,SEA,15,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,19,1,16,2,9,0,2,9,4,1,2,1,0,0,0,0,0,0,0,0,0,3,45,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0
00-0026340,J.Mays,Joe Mays,LB,LB,https://static.www.nfl.com/image/private/{formatInstructions}/league/zh4ua5lvyulwobeuznlh,2015,REG,LAC,2,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0
00-0026345,P.Garcon,Pierre Garcon,WR,WR,https://static.www.nfl.com/image/private/{formatInstructions}/league/xwjogot7xrfj9qwhsgtn,2015,REG,WAS,16,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,72,111,777,6,0,0,1189,164,43,24.7926917134598,0,0.653490328006728,0.2,0.266651715631307,0.486656200941915,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,35,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,113.7,185.7
00-0026364,S.Johnson,Steve Johnson,WR,WR,https://static.www.nfl.com/image/private/{formatInstructions}/league/vlyzq1v53slatimy6v5q,2015,REG,LAC,9,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,45,65,497,3,1,0,378,265,29,12.2378587282373,0,1.31481481481482,0.0986342943854325,0.0781314592806945,0.202643463074635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,30,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,67.7,112.7
00-0026369,C.Williams,Cary Williams,CB,DB,https://static.www.nfl.com/image/private/{formatInstructions}/league/iht8sg6tk9iejlud3bqf,2015,REG,SEA,10,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,29,1,16,1,2,1,1,12,1,0,0,4,0,0,0,0,0,0,1,1,1,3,61,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0
00-0026370,K.Dunlap,King Dunlap,OT,OL,https://static.www.nfl.com/image/private/{formatInstructions}/league/znuiqvbglyhrqfvrxn7v,2015,REG,LAC,2,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0
00-0026373,J.Forsett,Justin Forsett,RB,RB,https://static.www.nfl.com/image/private/{formatInstructions}/league/o86dvbcs8dcubcpj6fnu,2015,REG,BAL,10,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,151,641,2,0,0,42,-12.3651862622551,0,31,41,153,0,0,0,21,140,4,-5.86683984661056,0,7.28571428571429,0.061377245508982,0.00413141845366909,0.0949578611810414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,91.4,122.4
00-0026381,G.Schwartz,Geoff Schwartz,G,OL,https://static.www.nfl.com/image/private/{formatInstructions}/league/bay5psxfeqdpb2wxu7v2,2015,REG,NYG,2,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0
00-0026390,M.Bernadeau,Mackenzy Bernadeau,G,OL,https://static.www.nfl.com/image/private/{formatInstructions}/league/cwmpqlsdr6plcidb9be7,2015,REG,DAL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0
00-0026393,M.Reece,Marcel Reece,FB,RB,https://static.www.nfl.com/image/private/{formatInstructions}/league/nqy3arwxgk4lwh3pfrr3,2015,REG,LV,15,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,10,36,0,0,0,2,0.0991025596158579,0,30,37,269,3,0,0,101,217,12,3.81204361278189,0,2.66336633663366,0.0615640599001664,0.0212945393211048,0.107252267375023,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,48.5,78.5
00-0026408,J.Reitz,Joe Reitz,OT,OL,https://static.www.nfl.com/image/private/{formatInstructions}/league/u3fi3sbxkclnconzxsyx,2015,REG,IND,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,0,0,0,-1.82132168533281,0,0,1,0,0,0,0,10,0,0,-0.606163524964359,0,0,0.00165562913907285,0.00189214758751183,0.00380794701986755,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,45,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0
00-0026493,T.Purdum,Tanner Purdum,LS,SPEC,https://static.www.nfl.com/image/private/{formatInstructions}/league/qgiug1wama4nukbowp6a,2015,REG,NYJ,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0
00-0026498,M.Stafford,Matthew Stafford,QB,QB,https://static.www.nfl.com/image/upload/{formatInstructions}/league/svxl2pk2cuqf26zrhii4,2015,REG,DET,16,398,592,4262,32,13,44,-251,2,2,3820,2413,224,24.6199386804947,0.555315194571626,0,1.11570680628272,44,159,1,1,0,15,0.0495143076833866,0,1,1,-6,0,0,0,-7,1,0,-1.93818659405224,0,0,0.00160771704180064,-0.00169409486931268,0.00122570915418209,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,6,45,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,289.78,290.78
00-0026500,M.Slauson,Matt Slauson,G,OL,https://static.www.nfl.com/image/private/{formatInstructions}/league/oilqzwvf5kwhgq3kgpsz,2015,REG,CHI,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,40,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0
00-0026502,R.Jean Francois,Ricky Jean Francois,DT,DL,https://static.www.nfl.com/image/private/{formatInstructions}/league/r883sdq7hjifsn8hdzl4,2015,REG,WAS,14,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,8,1,16,5,22,0,2,10,3,0,0,1,0,0,0,0,0,0,0,0,0,3,25,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0
00-0026512,C.Baker,Chris Baker,DT,DL,https://static.www.nfl.com/image/private/{formatInstructions}/league/e9iw0thaaotdo2zku9vd,2015,REG,WAS,16,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,21,5,27,8,33,3,6,34,17,0,0,1,0,0,0,0,0,0,2,2,0,4,25,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0
00-0026515,T.Carter,Tony Carter,DB,DB,https://static.www.nfl.com/image/private/{formatInstructions}/league/kvrkcdo7e3bq2vajdku8,2015,REG,IND,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0
00-0026516,B.Colquitt,Britton Colquitt,P,SPEC,https://static.www.nfl.com/image/private/{formatInstructions}/league/fih0fomatqdzjicowoze,2015,REG,DEN,16,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0
00-0026533,D.Bryant,Desmond Bryant,DE,DL,https://static.www.nfl.com/image/private/{formatInstructions}/league/d1uyp52fynbbzwalxo2y,2015,REG,CLE,14,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,23,0,9,7,27,1,6,26.5,16,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0
00-0026544,C.Daniel,Chase Daniel,QB,QB,https://static.www.nfl.com/image/private/{formatInstructions}/league/jt8fvgeyuhsbpo9m9t4x,2015,REG,KC,2,2,2,4,0,0,0,0,0,0,0,4,1,0.638592039118521,22.0984220504761,0,0,2,-2,0,0,0,0,-2.67255889944499,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,-0.04,-0.04
00-0026561,R.Foster,Ramon Foster,G,OL,https://static.www.nfl.com/image/private/{formatInstructions}/league/znmbx2dptq9o9k0b3ql9,2015,REG,PIT,5,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0
00-0026564,S.McLendon,Steve McLendon,NT,DL,https://static.www.nfl.com/image/private/{formatInstructions}/league/bt0l6ltdi7h2dtahm3xh,2015,REG,PIT,10,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,11,0,3,4,17,0,1,9,2,0,0,1,0,0,0,0,0,0,0,0,0,4,20,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0
00-0026574,D.Reynolds,Dallas Reynolds,C,OL,https://static.www.nfl.com/image/private/{formatInstructions}/league/cjjytpfwobnejnf83b6w,2015,REG,NYG,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0
