player_id,player_name,player_display_name,position,position_group,headshot_url,season,season_type,recent_team,games,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks_suffered,sack_yards_lost,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_cpoe,passing_2pt_conversions,pacr,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr,special_teams_tds,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_tackles_for_loss,def_tackles_for_loss_yards,def_fumbles_forced,def_sacks,def_sack_yards,def_qb_hits,def_interceptions,def_interception_yards,def_pass_defended,def_tds,def_fumbles,def_safeties,misc_yards,fumble_recovery_own,fumble_recovery_yards_own,fumble_recovery_opp,fumble_recovery_yards_opp,fumble_recovery_tds,penalties,penalty_yards,punt_returns,punt_return_yards,kickoff_returns,kickoff_return_yards,fg_made,fg_att,fg_missed,fg_blocked,fg_long,fg_pct,fg_made_0_19,fg_made_20_29,fg_made_30_39,fg_made_40_49,fg_made_50_59,fg_made_60_,fg_missed_0_19,fg_missed_20_29,fg_missed_30_39,fg_missed_40_49,fg_missed_50_59,fg_missed_60_,fg_made_list,fg_missed_list,fg_blocked_list,fg_made_distance,fg_missed_distance,fg_blocked_distance,pat_made,pat_att,pat_missed,pat_blocked,pat_pct,gwfg_made,gwfg_att,gwfg_missed,gwfg_blocked,gwfg_distance_list,fantasy_points,fantasy_points_ppr
00-0029524,J.Allen,Jeff Allen,G,OL,https://static.www.nfl.com/image/private/{formatInstructions}/league/zphkzp3rtdbngscugleg,2015,REG,KC,2,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0
00-0029528,B.Massie,Bobby Massie,OT,OL,https://static.www.nfl.com/image/private/{formatInstructions}/league/hfjtsmseahvvdllps7eg,2015,REG,ARI,9,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,7,50,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0
00-0029529,C.Sensabaugh,Coty Sensabaugh,CB,DB,https://static.www.nfl.com/image/private/{formatInstructions}/league/jiuv92mavotqatsa9cq6,2015,REG,TEN,16,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,44,0,16,0,0,0,0,0,0,2,42,8,1,0,0,0,0,0,0,0,0,3,28,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0
00-0029530,J.Bethel,Justin Bethel,CB,DB,https://static.www.nfl.com/image/private/{formatInstructions}/league/ctqpivwrs2u9gwrohbce,2015,REG,ARI,14,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,41,3,2,0,0,2,0,0,1,2,21,9,1,0,0,0,1,1,1,1,0,2,52,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0
00-0029531,R.Lindley,Ryan Lindley,QB,QB,https://static.www.nfl.com/image/private/{formatInstructions}/league/hkcspynbhidpjfs3npao,2015,REG,IND,1,6,10,58,1,0,0,0,0,0,83,11,4,3.3890308131231,-5.58868378400803,0,0.698795180722892,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,6.32,6.32
00-0029534,C.Helfet,Cooper Helfet,TE,TE,https://static.www.nfl.com/image/private/{formatInstructions}/league/qwcm0hofeezyv0fr1wbf,2015,REG,SEA,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,13,22,130,0,0,0,117,79,7,6.9185846443288,0,1.11111111111111,0.0466101694915254,0.0282335907335907,0.0896787677508017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,13,26
00-0029542,S.Gilmore,Stephon Gilmore,CB,DB,https://static.www.nfl.com/image/upload/{formatInstructions}/league/rzqv9harev8c0excxzfz,2015,REG,BUF,12,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,34,2,0,0,0,0,0,0,0,3,33,18,0,0,0,0,0,0,0,0,0,5,37,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0
00-0029543,D.Stephenson,Donald Stephenson,OT,OL,https://static.www.nfl.com/image/private/{formatInstructions}/league/etehulpzr8ehikyf5snc,2015,REG,KC,4,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,26,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0
00-0029544,M.Martin,Mike Martin,DE,DL,https://static.www.nfl.com/image/private/{formatInstructions}/league/q6pkti31qgzps6qsalng,2015,REG,TEN,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0
00-0029545,K.Robinson,Keenan Robinson,OLB,LB,https://static.www.nfl.com/image/private/{formatInstructions}/league/ixvte44k9nlmw3clp1bx,2015,REG,WAS,11,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,27,9,27,0,0,0,0,0,0,1,44,3,0,0,0,0,0,0,1,1,0,3,16,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0
00-0029546,S.Kelemete,Senio Kelemete,G,OL,https://static.www.nfl.com/image/private/{formatInstructions}/league/t9irjxooncg3zlidmyuk,2015,REG,NO,3,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0
00-0029559,Q.Coples,Quinton Coples,OLB,LB,https://static.www.nfl.com/image/private/{formatInstructions}/league/bb1si0y4msxszsddebrf,2015,REG,MIA,6,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,4,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,4,40,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0
00-0029560,D.Kirkpatrick,Dre Kirkpatrick,CB,DB,https://static.www.nfl.com/image/private/{formatInstructions}/league/z0hhlgxx1icjln3l3hgl,2015,REG,CIN,16,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,62,1,7,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,13,118,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0
00-0029561,C.Glenn,Cordy Glenn,OT,OL,https://static.www.nfl.com/image/private/{formatInstructions}/league/yxjyxravspvv0cpji3rz,2015,REG,BUF,6,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,5,49,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0
00-0029562,L.David,Lavonte David,OLB,LB,https://static.www.nfl.com/image/upload/{formatInstructions}/league/sg8cvbhglpfqor2mz44k,2015,REG,TB,16,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,74,11,62,9,30,2,3,17,5,3,19,13,1,0,0,0,0,0,2,2,0,2,23,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0
00-0029563,O.Bolden,Omar Bolden,S,DB,https://static.www.nfl.com/image/private/{formatInstructions}/league/tmfmpcunarxqwp3gt8yb,2015,REG,DEN,8,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,20,5,123,15,342,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,6,6
00-0029566,Z.Brown,Zach Brown,OLB,LB,https://static.www.nfl.com/image/private/{formatInstructions}/league/vdohqafl6tmt9bejsjjv,2015,REG,TEN,16,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,54,1,22,4,9,0,0.5,3,2,2,45,3,0,0,0,0,0,0,0,0,0,3,25,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0
00-0029567,N.Foles,Nick Foles,QB,QB,https://static.www.nfl.com/image/private/{formatInstructions}/league/dxuz2ir773wylutxo7zs,2015,REG,LA,11,190,337,2052,7,10,14,-98,3,1,2707,1154,82,-88.1144896558741,-6.91107711698636,1,0.758034724787588,17,20,1,1,1,5,-7.27369527381714,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,5,31,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,96.08,96.08
00-0029568,M.Jackson,Malik Jackson,DT,DL,https://static.www.nfl.com/image/private/{formatInstructions}/league/gakfws2ki3j7zuvdllnh,2015,REG,DEN,16,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,31,3,11,8,50,0,5,32,16,0,0,7,0,0,1,0,0,0,2,2,0,5,65,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0
00-0029570,N.Ebner,Nate Ebner,DB,DB,https://static.www.nfl.com/image/private/{formatInstructions}/league/ygwdsa4xsqilgkgs5uk9,2015,REG,NE,11,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,10,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0
00-0029572,J.Wright,Jarius Wright,WR,WR,https://static.www.nfl.com/image/private/{formatInstructions}/league/f4xgfra44cd6qjy6havp,2015,REG,MIN,15,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,29,0,0,0,1,1.87679189059418,0,34,50,442,0,1,1,476,175,25,16.0330111316535,0,0.928571428571429,0.112866817155756,0.145432325084021,0.271102853292449,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,45.1,79.1
00-0029575,R.Blanton,Robert Blanton,DB,DB,https://static.www.nfl.com/image/private/{formatInstructions}/league/ngqzkn88b0quv5m9mnna,2015,REG,MIN,11,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,25,3,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,8,0,0,1,27,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0
00-0029576,B.Walsh,Blair Walsh,K,SPEC,https://static.www.nfl.com/image/private/{formatInstructions}/league/aprsggdgwu3y8wmw2zaa,2015,REG,MIN,16,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,39,4,1,54,0.871794871794872,0,9,13,6,6,0,0,0,1,1,2,0,37;28;23;24;38;33;24;45;45;37;53;51;35;22;43;48;36;34;40;20;38;34;29;39;44;54;53;32;52;22;53;27;39;32,44;38;53;51,39,1264,186,39,33,37,4,0,0.891891891891892,2,2,0,0,36;40,0,0
00-0029577,D.Trevathan,Danny Trevathan,ILB,LB,https://static.www.nfl.com/image/private/{formatInstructions}/league/jukojjsqqppqju4worol,2015,REG,DEN,15,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,70,3,36,3,7,0,0,0,2,2,39,6,1,0,0,0,0,0,0,0,0,2,18,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0
00-0029578,A.Cole,Audie Cole,MLB,LB,https://static.www.nfl.com/image/private/{formatInstructions}/league/dq1clg1f1mczpfbdgzmy,2015,REG,MIN,3,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0
00-0029580,R.Matthews,Rishard Matthews,WR,WR,https://static.www.nfl.com/image/private/{formatInstructions}/league/fr7nzgwarzuorvi8cvlc,2015,REG,MIA,11,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,4,0,0,0,0,-0.164231976959854,0,43,61,662,4,0,0,694,236,31,37.5477901066188,0,0.953890489913545,0.104991394148021,0.13465269693442,0.251743979076125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,9,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,90.6,133.6
00-0029585,C.Jones,Chandler Jones,DE,DL,https://static.www.nfl.com/image/private/{formatInstructions}/league/o12yqn0vbknt7gmu5owf,2015,REG,NE,15,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,26,5,13,11,72,4,12.5,89.5,18,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0
00-0029586,D.Wolfe,Derek Wolfe,DE,DL,https://static.www.nfl.com/image/private/{formatInstructions}/league/vw63rdpjpc1rh3az3zme,2015,REG,DEN,12,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,33,2,14,9,39,0,5.5,38.5,13,0,0,1,0,0,0,0,0,0,0,0,0,3,29,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0
00-0029587,R.Ellison,Rhett Ellison,TE,TE,https://static.www.nfl.com/image/private/{formatInstructions}/league/pqvmhpdoritjtp8ng7ep,2015,REG,MIN,12,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,11,19,124,1,0,0,28,126,5,1.70016965709558,0,4.42857142857143,0.0428893905191874,0.00855484265200122,0.0703224756351819,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,18.4,29.4
00-0029588,D.Herron,Dan Herron,RB,RB,https://static.www.nfl.com/image/private/{formatInstructions}/league/vdxm5ggdcokhzn1yfnza,2015,REG,IND,9,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,25,79,0,1,0,4,-5.93111212826021,0,9,10,47,0,0,0,13,35,1,-2.82716767588863,0,3.61538461538462,0.0216450216450216,0.00274435296601224,0.034388579543741,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,92,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,12.6,21.6
00-0029589,S.Solomon,Scott Solomon,LB,LB,https://static.www.nfl.com/image/private/{formatInstructions}/league/tovlpuaeoi2decytw2pj,2015,REG,CLE,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0
00-0029592,K.Zeitler,Kevin Zeitler,G,OL,https://static.www.nfl.com/image/upload/{formatInstructions}/league/l7m6q3fbvbot23tshcma,2015,REG,CIN,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0
00-0029594,S.Spence,Sean Spence,LB,LB,https://static.www.nfl.com/image/private/{formatInstructions}/league/qjoxecogay0lpsz5wfev,2015,REG,PIT,12,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,27,2,8,4,18,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0
00-0029597,J.Tucker,Justin Tucker,K,SPEC,https://static.www.nfl.com/image/upload/{formatInstructions}/league/thawkkxcbyuddwuidgb0,2015,REG,BAL,16,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,40,7,0,52,0.825,0,10,9,10,4,0,0,0,0,1,6,0,52;44;22;21;37;31;21;40;42;52;23;22;36;44;48;29;48;45;39;25;20;47;49;35;38;31;28;30;37;50;28;50;49,50;51;45;58;51;51;55,,1213,361,0,29,29,0,0,1,3,3,0,0,52;39;47,0,0
00-0029600,A.Branch,Andre Branch,DE,DL,https://static.www.nfl.com/image/private/{formatInstructions}/league/i21ppzdcbxr7iu1n2scy,2015,REG,JAX,12,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,16,1,6,4,22,2,4,36,5,0,0,4,0,0,0,0,0,0,1,1,1,7,53,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0
00-0029604,K.Cousins,Kirk Cousins,QB,QB,https://static.www.nfl.com/image/upload/{formatInstructions}/league/yt6n07jezvfmcsoq0j13,2015,REG,WAS,16,379,543,4166,29,11,26,-186,4,3,4352,1875,206,98.2538603164673,5.72173670345905,2,0.957261029411765,26,48,5,4,0,12,2.84844621634693,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,6,29,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,293.44,293.44
00-0029606,H.Smith,Harrison Smith,FS,DB,https://static.www.nfl.com/image/upload/{formatInstructions}/league/kadw1bk0cxsarjrwbdrq,2015,REG,MIN,13,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,44,5,17,3,13,1,1.5,11,6,2,35,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0
00-0029607,D.Davis,Demario Davis,OLB,LB,https://static.www.nfl.com/image/upload/{formatInstructions}/league/fx9oohbyik0ibdlvyr8z,2015,REG,NYJ,16,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,53,4,33,7,24,0,2,14,9,0,0,2,0,0,0,0,0,0,1,1,0,2,25,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0
00-0029608,T.Hilton,T.Y. Hilton,WR,WR,https://static.www.nfl.com/image/private/{formatInstructions}/league/b8kor0sgeynyd8u8cush,2015,REG,IND,16,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,69,134,1124,5,1,0,1724,381,49,16.0564718062349,0,0.651972157772622,0.221854304635762,0.326206244087039,0.56112582781457,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,16,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,142.4,211.4
00-0029613,D.Martin,Doug Martin,RB,RB,https://static.www.nfl.com/image/private/{formatInstructions}/league/lhazttk4tjpi7ggf7du4,2015,REG,TB,16,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,288,1402,6,4,4,62,-19.9801715427895,0,33,44,271,1,1,1,91,231,10,3.09171033049781,0,2.97802197802198,0.0838095238095238,0.0170411985018727,0.137643124665597,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,199.3,232.3
00-0029614,C.Givens,Chris Givens,WR,WR,https://static.www.nfl.com/image/private/{formatInstructions}/league/crnbi2k4ju3dnvyftpau,2015,REG,BAL,14,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,4,18,0,0,0,1,-2.03651443694253,0,20,54,353,1,0,0,723,52,13,-10.0622536051595,0,0.488243430152144,0.115384615384615,0.189963215974777,0.306051174259267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,43.1,63.1
00-0029615,L.Miller,Lamar Miller,RB,RB,https://static.www.nfl.com/image/private/{formatInstructions}/league/vqxh6ynpmczzfyl9kcgq,2015,REG,MIA,16,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,194,872,8,1,1,40,-15.3348288134786,0,47,57,397,2,0,0,-3,427,14,11.939983484539,0,-132.333333333333,0.0981067125645439,-0.000582072176949942,0.146752618322951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,184.9,231.9
00-0029619,J.Lane,Jorvorskie Lane,FB,RB,https://static.www.nfl.com/image/private/{formatInstructions}/league/fru99ajpyfcvy4hrigtx,2015,REG,TB,5,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,0,0,0,-0.440364166162908,0,2,2,13,0,0,0,2,11,0,0.723366240039468,0,6.5,0.00380952380952381,0.000374531835205993,0.00597645799892991,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,1.3,3.3
00-0029620,B.Marshall,Brandon Marshall,ILB,LB,https://static.www.nfl.com/image/private/{formatInstructions}/league/rjpdo7ei0wylvfzbacuv,2015,REG,DEN,15,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,71,5,25,9,22,2,1.5,10.5,3,1,0,4,0,0,0,0,0,0,0,0,0,2,34,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0
